gutenberg-11	You know the song, perhaps
gutenberg-11	I’ve heard something like it
gutenberg-11	It goes on, you know
gutenberg-11	in this way:— ‘Up above the world you fly, Like a tea-tray in the sky
gutenberg-11	Twinkle, twinkle, twinkle, twinkle
gutenberg-11	Well, I’d hardly finished the first verse
gutenberg-11	when the Queen jumped up and bawled out, ‘He’s murdering the time
gutenberg-11	Off with his head
gutenberg-11	How dreadfully savage
gutenberg-11	And ever since that
gutenberg-11	he won’t do a thing I ask
gutenberg-11	It’s always six o’clock now
gutenberg-11	Is that the reason so many tea-things are put out here
gutenberg-11	Yes, that’s it
gutenberg-11	it’s always tea-time, and we’ve no time to wash the things between whiles
gutenberg-11	Then you keep moving round, I suppose
gutenberg-11	as the things get used up
gutenberg-11	But what happens when you come to the beginning again
gutenberg-11	Suppose we change the subject
gutenberg-11	I’m getting tired of this
gutenberg-11	I vote the young lady tells us a story
gutenberg-11	I’m afraid I don’t know one
gutenberg-11	Then the Dormouse shall
gutenberg-11	Wake up, Dormouse
gutenberg-11	I wasn’t asleep
gutenberg-11	I heard every word you fellows were saying
gutenberg-11	Tell us a story
gutenberg-11	And be quick about it
gutenberg-11	or you’ll be asleep again before it’s done
gutenberg-11	Once upon a time there were three little sisters
gutenberg-11	and their names were Elsie, Lacie, and Tillie
gutenberg-11	and they lived at the bottom of a well
gutenberg-11	What did they live on
gutenberg-11	They lived on treacle
gutenberg-11	They couldn’t have done that, you know
gutenberg-11	they’d have been ill
gutenberg-11	So they were
gutenberg-11	But why did they live at the bottom of a well
gutenberg-11	Take some more tea
gutenberg-11	I’ve had nothing yet
gutenberg-11	so I can’t take more
gutenberg-11	You mean you can’t take _less
gutenberg-11	it’s very easy to take _more_ than nothing
gutenberg-11	Nobody asked _your_ opinion
gutenberg-11	Who’s making personal remarks now
gutenberg-11	Why did they live at the bottom of a well
